"filename", "language", "Python", "JSON", "XML", "C++", "CMake", "YAML", "CMake Cache", "Log", "Markdown", "C", "PostCSS", "Batch", "JavaScript", "HTML", "Shell Script", "Makefile", "comment", "blank", "total"
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 1, 25
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_4.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 1, 56
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_5.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 1, 55
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_6.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_7.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_8.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 1, 32
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_9.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_9.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 1, 29
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_a.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_a.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_b.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_c.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_c.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 1, 25
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_d.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 1, 86
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_e.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_e.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 1, 20
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_f.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\functions_f.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 1, 36
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_0.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_1.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_2.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_3.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_4.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 1, 172
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_5.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_6.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_7.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_8.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_9.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\groups_9.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\nomatches.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\pages_0.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\pages_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\search.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 5, 47, 272
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\search.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 687, 0, 0, 0, 61, 67, 815
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\searchdata.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 4, 31
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_0.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_0.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 180
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_1.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_1.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 1, 23
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_2.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_3.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_3.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 1, 79
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_4.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 1, 189
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_5.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_5.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 1, 110
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_6.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_6.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 1, 189
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_7.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_7.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 1, 201
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_8.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_8.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 1, 180
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_9.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_9.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_a.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_a.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_b.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_b.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 1, 96
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_c.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_c.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_d.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\search\typedefs_d.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\api\tabs.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\doc\theme\doxygen.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1214, 0, 0, 0, 0, 0, 46, 237, 1497
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\CMakeLists.txt", "CMake", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 70
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\common.hpp", "C++", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 389, 54, 540
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\_features.hpp", "C++", 0, 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 100, 395
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\_fixes.hpp", "C++", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 28
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\_noise.hpp", "C++", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 82
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\_swizzle.hpp", "C++", 0, 0, 0, 704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 46, 805
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\_swizzle_func.hpp", "C++", 0, 0, 0, 648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 683
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\_vectorize.hpp", "C++", 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 163
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\compute_common.hpp", "C++", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 51
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\compute_vector_decl.hpp", "C++", 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 191
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\compute_vector_relational.hpp", "C++", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 31
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_common.inl", "C++", 0, 0, 0, 638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 112, 793
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_common_simd.inl", "C++", 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 232
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_exponential.inl", "C++", 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 153
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_exponential_simd.inl", "C++", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 38
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_geometric.inl", "C++", 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 34, 244
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_geometric_simd.inl", "C++", 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19, 164
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_integer.inl", "C++", 0, 0, 0, 325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 57, 393
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_integer_simd.inl", "C++", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 66
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_matrix.inl", "C++", 0, 0, 0, 386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 444
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_matrix_simd.inl", "C++", 0, 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 35, 253
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_packing.inl", "C++", 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 44, 190
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_packing_simd.inl", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_trigonometric.inl", "C++", 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 39, 198
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_trigonometric_simd.inl", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_vector_relational.inl", "C++", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 88
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\func_vector_relational_simd.inl", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\glm.cpp", "C++", 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 49, 264
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\qualifier.hpp", "C++", 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33, 230
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\setup.hpp", "C++", 0, 0, 0, 917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 168, 1189
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\type_float.hpp", "C++", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 69
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\type_half.hpp", "C++", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\type_half.inl", "C++", 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 41, 242
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\type_mat2x2.hpp", "C++", 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 47, 178
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\type_mat2x2.inl", "C++", 0, 0, 0, 465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 63, 537
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\type_mat2x3.hpp", "C++", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42, 160
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\type_mat2x3.inl", "C++", 0, 0, 0, 445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 57, 511
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\type_mat2x4.hpp", "C++", 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42, 162
"c:\Users\nukec\Documents\GitHub\voxelstation13\build\_deps\glm-src\glm\detail\type_mat2x4.inl", "C++", 0, 0, 0, 455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 57, 521
